Id,Predicted
0,0.17329852000872292
1,0.3662985200087229
2,0.6528034919102986
3,0.1723005174001058
4,0.15629852000872294
5,0.1529651866753896
6,0.1529651866753896
7,0.1576318533420563
8,0.18107144474983217
9,0.3929651866753896
10,0.17729852000872293
11,0.17629852000872293
12,0.15263185334205628
13,0.19263185334205626
14,0.19396518667538962
15,0.20129852000872295
16,0.15429852000872293
17,0.23329852000872295
18,0.1626318533420563
19,0.15229852000872293
20,0.39928860203425093
21,0.1586318533420563
22,0.15429852000872293
23,0.3866338507334391
24,0.1576318533420563
25,0.1539651866753896
26,0.19863185334205627
27,0.19296518667538962
28,0.18463185334205626
29,0.1696318533420563
30,0.16729852000872295
31,0.16563185334205627
32,0.15429852000872293
33,0.17829852000872293
34,0.1529651866753896
35,0.1889651866753896
36,0.1539651866753896
37,0.18763185334205626
38,0.15463185334205629
39,0.16429852000872294
40,0.15363185334205628
41,0.18429852000872293
42,0.1859651866753896
43,0.15829852000872294
44,0.15429852000872293
45,0.23463185334205627
46,0.15229852000872293
47,0.16729852000872295
48,0.1529651866753896
49,0.16429852000872294
50,0.1589651866753896
51,0.22963185334205627
52,0.1569651866753896
53,0.21629852000872293
54,0.15229852000872293
55,0.1716318533420563
56,0.17396718406677247
57,0.15229852000872293
58,0.15229852000872293
59,0.3259651866753896
60,0.1576318533420563
61,0.1566318533420563
62,0.23963185334205628
63,0.1796338507334391
64,0.19829852000872294
65,0.19629852000872294
66,0.1633005174001058
67,0.1529651866753896
68,0.16496718406677247
69,0.6106318533420563
70,0.18363185334205626
71,0.1559651866753896
72,0.1529651866753896
73,0.38729852000872295
74,0.1759651866753896
75,0.15429852000872293
76,0.18163185334205625
77,0.17096518667538962
78,0.15229852000872293
79,0.1596318533420563
80,0.15263185334205628
81,0.1529651866753896
82,0.2309651866753896
83,0.1649651866753896
84,0.3473005174001058
85,0.15463185334205629
86,0.32552125144004823
87,0.16729852000872295
88,0.17663185334205625
89,0.16129852000872294
90,0.1606318533420563
91,0.1789651866753896
92,0.15329852000872293
93,0.15996518667538961
94,0.16229852000872294
95,0.1596318533420563
96,0.22263185334205626
97,0.1539651866753896
98,0.5142985200087229
99,0.3326318533420563
100,0.17618791810671489
101,0.20063185334205627
102,0.1529651866753896
103,0.5136318533420563
104,0.15263185334205628
105,0.16929852000872295
106,0.16229852000872294
107,0.19063185334205626
108,0.15229852000872293
109,0.38963185334205624
110,0.16396518667538962
111,0.17263385073343915
112,0.18729852000872294
113,0.16563185334205627
114,0.20563385073343912
115,0.1896338507334391
116,0.1606318533420563
117,0.2231577482223511
118,0.16129852000872294
119,0.21829852000872293
120,0.16529852000872294
121,0.3452985200087229
122,0.20163185334205627
123,0.16296518667538962
124,0.7039651866753897
125,0.1716318533420563
126,0.15263185334205628
127,0.15329852000872293
128,0.1529651866753896
129,0.481298520008723
130,0.15229852000872293
131,0.15429852000872293
132,0.21729852000872296
133,0.17329852000872292
134,0.21229852000872293
135,0.1529651866753896
136,0.1716318533420563
137,0.3586318533420563
138,0.18429852000872293
139,0.1596318533420563
140,0.16629852000872294
141,0.1566318533420563
142,0.3809651866753896
143,0.1596318533420563
144,0.16196718406677246
145,0.1559651866753896
146,0.3703005174001058
147,0.1529651866753896
148,0.6566318533420562
149,0.1576318533420563
150,0.18329852000872293
151,0.15229852000872293
152,0.16029852000872294
153,0.3399651866753896
154,0.15363185334205628
155,0.16129852000872294
156,0.15229852000872293
157,0.2203005174001058
158,0.1589651866753896
159,0.31196718406677243
160,0.17263185334205625
161,0.17396718406677247
162,0.16096518667538962
163,0.15263185334205628
164,0.15629852000872294
165,0.17229852000872295
166,0.16529852000872294
167,0.16029852000872294
168,0.3429651866753896
169,0.15229852000872293
170,0.2163005174001058
171,0.3336318533420563
172,0.19229852000872294
173,0.16829852000872295
174,0.49629852000872293
175,0.15463185334205629
176,0.29085458477338155
177,0.15463185334205629
178,0.16263385073343914
179,0.37496518667538964
180,0.15329852000872293
181,0.16663385073343914
182,0.15429852000872293
183,0.29696518667538957
184,0.16096518667538962
185,0.1576318533420563
186,0.18829852000872294
187,0.3459651866753896
188,0.1589651866753896
189,0.15996518667538961
190,0.15429852000872293
191,0.15363185334205628
192,0.20863185334205628
193,0.20563185334205628
194,0.20029852000872295
195,0.512298520008723
196,0.15263185334205628
197,0.1696318533420563
198,0.4419651866753896
199,0.34440477808316555
200,0.15329852000872293
201,0.15363185334205628
202,0.1759651866753896
203,0.18629852000872293
204,0.15263185334205628
205,0.18063385073343916
206,0.21696518667538958
207,0.17029852000872295
208,0.15429852000872293
209,0.1586318533420563
210,0.34952125144004825
211,0.1916338507334391
212,0.16563185334205627
213,0.1556318533420563
214,0.5366318533420563
215,0.3239651866753896
216,0.16229852000872294
217,0.19296518667538962
218,0.15829852000872294
219,0.15629852000872294
220,0.38563185334205624
